gs_name,entrez_gene
HALLMARK_ANDROGEN_RESPONSE,20322
HALLMARK_ANDROGEN_RESPONSE,76687
HALLMARK_ANDROGEN_RESPONSE,30051
HALLMARK_ANDROGEN_RESPONSE,20807
HALLMARK_ANDROGEN_RESPONSE,66384
HALLMARK_ANDROGEN_RESPONSE,117167
HALLMARK_ANDROGEN_RESPONSE,53416
HALLMARK_ANDROGEN_RESPONSE,71817
HALLMARK_ANDROGEN_RESPONSE,50528
HALLMARK_ANDROGEN_RESPONSE,106869
HALLMARK_ANDROGEN_RESPONSE,21985
HALLMARK_ANDROGEN_RESPONSE,21807
HALLMARK_ANDROGEN_RESPONSE,107652
HALLMARK_ANDROGEN_RESPONSE,22196
HALLMARK_ANDROGEN_RESPONSE,56228
HALLMARK_ANDROGEN_RESPONSE,30960
HALLMARK_ANDROGEN_RESPONSE,22596
HALLMARK_ANDROGEN_RESPONSE,14375
HALLMARK_ANDROGEN_RESPONSE,229055
HALLMARK_ANDROGEN_RESPONSE,328365
HALLMARK_ANGIOGENESIS,11818
HALLMARK_ANGIOGENESIS,11820
HALLMARK_ANGIOGENESIS,12444
HALLMARK_ANGIOGENESIS,12825
HALLMARK_ANGIOGENESIS,12832
HALLMARK_ANGIOGENESIS,20311
HALLMARK_ANGIOGENESIS,14182
HALLMARK_ANGIOGENESIS,14314
HALLMARK_ANGIOGENESIS,16410
HALLMARK_ANGIOGENESIS,16449
HALLMARK_ANGIOGENESIS,16450
HALLMARK_ANGIOGENESIS,16523
HALLMARK_ANGIOGENESIS,16956
HALLMARK_ANGIOGENESIS,16976
HALLMARK_ANGIOGENESIS,17022
HALLMARK_ANGIOGENESIS,17701
HALLMARK_ANGIOGENESIS,18186
HALLMARK_ANGIOGENESIS,108078
HALLMARK_ANGIOGENESIS,18590
HALLMARK_ANGIOGENESIS,56744
HALLMARK_ANGIOGENESIS,21946
HALLMARK_ANGIOGENESIS,50706
HALLMARK_ANGIOGENESIS,19074
HALLMARK_ANGIOGENESIS,14083
HALLMARK_ANGIOGENESIS,20198
HALLMARK_ANGIOGENESIS,268591
HALLMARK_ANGIOGENESIS,24059
HALLMARK_ANGIOGENESIS,20750
HALLMARK_ANGIOGENESIS,20855
HALLMARK_ANGIOGENESIS,21824
HALLMARK_ANGIOGENESIS,21857
HALLMARK_ANGIOGENESIS,94185
HALLMARK_ANGIOGENESIS,22325
HALLMARK_ANGIOGENESIS,13003
HALLMARK_ANGIOGENESIS,22339
HALLMARK_ANGIOGENESIS,22370
HALLMARK_APICAL_JUNCTION,11459
HALLMARK_APICAL_JUNCTION,11461
HALLMARK_APICAL_JUNCTION,11464
HALLMARK_APICAL_JUNCTION,11465
HALLMARK_APICAL_JUNCTION,11468
HALLMARK_APICAL_JUNCTION,109711
HALLMARK_APICAL_JUNCTION,11472
HALLMARK_APICAL_JUNCTION,11474
HALLMARK_APICAL_JUNCTION,60595
HALLMARK_APICAL_JUNCTION,11490
HALLMARK_APICAL_JUNCTION,23792
HALLMARK_APICAL_JUNCTION,11502
HALLMARK_APICAL_JUNCTION,23794
HALLMARK_APICAL_JUNCTION,11548
HALLMARK_APICAL_JUNCTION,11652
HALLMARK_APICAL_JUNCTION,23797
HALLMARK_APICAL_JUNCTION,11688
HALLMARK_APICAL_JUNCTION,11705
HALLMARK_APICAL_JUNCTION,229715
HALLMARK_APICAL_JUNCTION,105827
HALLMARK_APICAL_JUNCTION,73341
HALLMARK_APICAL_JUNCTION,76709
HALLMARK_APICAL_JUNCTION,232975
HALLMARK_APICAL_JUNCTION,14595
HALLMARK_APICAL_JUNCTION,108100
